Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,season,Name
63,63,3/20/1998,19-209,LAL,SEA,0,18:00,3,7,0.429,2,3,0.667,8,8,1,1,0,1,2,2,0,2,1,16,14,season_2,KB
64,64,3/22/1998,19-211,LAL,SAC,0,25:00:00,2,9,0.222,0,2,0,8,12,0.667,3,3,6,3,0,0,2,5,12,6,season_2,KB
65,65,3/23/1998,19-212,LAL,DEN,0,32:00:00,8,12,0.667,2,4,0.5,5,5,1,0,3,3,3,2,0,2,1,23,20.4,season_2,KB
66,66,3/25/1998,19-214,LAL,SAC,0,21:00,3,7,0.429,1,3,0.333,4,5,0.8,1,0,1,3,0,0,5,2,11,3.9,season_2,KB
67,67,3/28/1998,19-217,LAL,UTA,0,27:00:00,0,4,0,0,2,0,2,2,1,0,0,0,3,4,1,2,1,2,3.6,season_2,KB
68,68,3/29/1998,19-218,LAL,WAS,0,23:00,5,12,0.417,0,1,0,5,5,1,1,4,5,2,0,1,1,1,15,11.2,season_2,KB
69,69,3/31/1998,19-220,LAL,TOR,0,25:00:00,7,13,0.538,2,4,0.5,1,1,1,1,1,2,5,1,1,3,2,17,13.1,season_2,KB
70,70,4/2/1998,19-222,LAL,NJN,0,25:00:00,7,11,0.636,1,2,0.5,5,9,0.556,1,3,4,2,1,0,2,4,20,13.9,season_2,KB
71,71,4/3/1998,19-223,LAL,CLE,0,23:00,3,8,0.375,1,2,0.5,0,0,,0,1,1,5,1,0,3,4,7,2.8,season_2,KB
72,72,4/5/1998,19-225,LAL,DET,0,27:00:00,2,11,0.182,0,4,0,2,2,1,2,1,3,1,2,2,1,4,6,2.3,season_2,KB
73,73,4/8/1998,19-228,LAL,VAN,0,26:00:00,4,10,0.4,1,5,0.2,5,6,0.833,0,1,1,4,0,2,5,3,14,6.5,season_2,KB
74,74,4/10/1998,19-230,LAL,PHO,0,29:00:00,2,11,0.182,2,6,0.333,6,8,0.75,1,1,2,3,1,1,1,1,12,7.7,season_2,KB
75,75,4/11/1998,19-231,LAL,GSW,0,24:00:00,4,9,0.444,2,3,0.667,0,0,,0,1,1,1,0,1,2,1,10,4.6,season_2,KB
76,76,4/13/1998,19-233,LAL,SAS,0,26:00:00,5,10,0.5,0,2,0,5,6,0.833,0,1,1,3,0,2,3,2,15,9.6,season_2,KB
77,77,4/14/1998,19-234,LAL,DAL,0,28:00:00,6,11,0.545,1,1,1,6,7,0.857,1,3,4,1,0,0,2,6,19,11.2,season_2,KB
78,78,4/17/1998,19-237,LAL,DAL,0,26:00:00,5,8,0.625,1,3,0.333,6,7,0.857,1,6,7,4,0,0,3,3,17,14.1,season_2,KB
79,79,4/19/1998,19-239,LAL,UTA,0,37:00:00,10,19,0.526,1,5,0.2,4,6,0.667,1,1,2,3,2,2,2,1,25,19,season_2,KB
1,1,2/5/1999,20-166,LAL,HOU,1,44:00:00,8,21,0.381,2,3,0.667,7,9,0.778,2,8,10,2,2,3,2,4,25,18.4,season_3,KB
2,2,2/7/1999,20-168,LAL,UTA,1,41:00:00,7,12,0.583,0,1,0,2,2,1,2,10,12,3,0,2,5,6,16,10.9,season_3,KB
3,3,2/8/1999,20-169,LAL,SAS,1,41:00:00,8,19,0.421,1,4,0.25,2,2,1,2,8,10,2,2,2,4,5,19,11.5,season_3,KB
4,4,2/10/1999,20-171,LAL,DEN,1,38:00:00,8,15,0.533,1,2,0.5,4,5,0.8,1,9,10,5,1,0,3,5,21,16.2,season_3,KB
5,5,2/11/1999,20-172,LAL,MIN,1,38:00:00,8,21,0.381,0,3,0,8,9,0.889,2,8,10,2,2,1,1,1,24,18.6,season_3,KB
6,6,2/14/1999,20-175,LAL,IND,1,35:00:00,6,12,0.5,1,4,0.25,5,6,0.833,0,2,2,0,2,2,3,5,18,10.6,season_3,KB
7,7,2/16/1999,20-177,LAL,CHH,1,31:00:00,8,14,0.571,0,1,0,0,0,,0,9,9,5,2,2,4,1,16,14.6,season_3,KB
8,8,2/17/1999,20-178,LAL,DAL,1,31:00:00,8,15,0.533,0,0,,7,8,0.875,1,8,9,4,1,0,3,2,23,18.4,season_3,KB
9,9,2/19/1999,20-180,LAL,SAS,1,42:00:00,9,19,0.474,0,0,,3,4,0.75,1,7,8,6,1,1,3,5,21,14.6,season_3,KB
10,10,2/21/1999,20-182,LAL,SEA,1,40:00:00,8,20,0.4,1,6,0.167,6,6,1,4,9,13,2,1,0,4,5,23,14.1,season_3,KB
11,11,2/22/1999,20-183,LAL,DEN,1,46:00:00,8,15,0.533,1,3,0.333,9,11,0.818,1,12,13,9,1,0,4,4,26,23.9,season_3,KB
12,12,2/23/1999,20-184,LAL,VAN,1,35:00:00,5,21,0.238,0,6,0,1,3,0.333,2,3,5,2,0,0,5,5,11,-5.8,season_3,KB
13,13,2/25/1999,20-186,LAL,LAC,1,25:00:00,2,6,0.333,0,1,0,3,4,0.75,1,5,6,2,1,0,2,1,7,5.4,season_3,KB
14,14,2/26/1999,20-187,LAL,LAC,1,34:00:00,7,10,0.7,0,0,,8,10,0.8,0,4,4,0,1,2,6,6,22,12.2,season_3,KB
15,15,2/28/1999,20-189,LAL,HOU,1,40:00:00,8,20,0.4,0,2,0,2,2,1,0,5,5,3,1,1,4,2,18,7.7,season_3,KB
16,16,3/1/1999,20-190,LAL,PHO,1,27:00:00,3,11,0.273,0,1,0,4,5,0.8,1,3,4,2,1,1,3,5,10,2.8,season_3,KB
17,17,3/3/1999,20-192,LAL,PHO,1,42:00:00,11,19,0.579,0,0,,10,12,0.833,0,5,5,5,2,4,4,0,32,28.1,season_3,KB
18,18,3/5/1999,20-194,LAL,SEA,1,43:00:00,8,15,0.533,0,0,,4,4,1,2,3,5,2,1,1,2,2,20,15.3,season_3,KB
19,19,3/7/1999,20-196,LAL,UTA,1,38:00:00,7,16,0.438,0,2,0,10,13,0.769,2,2,4,1,0,1,5,5,24,10.8,season_3,KB
20,20,3/9/1999,20-198,LAL,LAC,1,28:00:00,4,7,0.571,0,0,,8,10,0.8,1,1,2,5,2,0,4,4,16,12.8,season_3,KB
21,21,3/10/1999,20-199,LAL,LAC,1,28:00:00,4,14,0.286,0,0,,1,2,0.5,2,2,4,4,0,0,3,3,9,1,season_3,KB
22,22,3/12/1999,20-201,LAL,GSW,1,42:00:00,7,13,0.538,0,0,,4,4,1,0,4,4,3,5,1,2,3,18,17.5,season_3,KB
23,23,3/14/1999,20-203,LAL,SAC,1,43:00:00,11,19,0.579,1,6,0.167,6,6,1,2,8,10,4,2,0,6,1,29,22.3,season_3,KB
24,24,3/16/1999,20-205,LAL,MIN,1,39:00:00,6,12,0.5,1,2,0.5,8,10,0.8,2,7,9,3,0,0,0,3,21,18.6,season_3,KB
25,25,3/18/1999,20-207,LAL,CLE,1,37:00:00,4,12,0.333,0,1,0,6,6,1,1,3,4,5,0,0,2,5,14,8.3,season_3,KB
26,26,3/19/1999,20-208,LAL,PHI,1,40:00:00,9,16,0.563,1,4,0.25,4,4,1,0,2,2,2,1,1,5,1,23,13.7,season_3,KB
27,27,3/21/1999,20-210,LAL,ORL,1,45:00:00,15,24,0.625,2,2,1,6,7,0.857,0,3,3,4,2,1,4,3,38,28,season_3,KB
28,28,3/22/1999,20-211,LAL,DAL,1,37:00:00,8,17,0.471,0,0,,5,5,1,0,2,2,2,2,1,1,0,21,16,season_3,KB
29,29,3/24/1999,20-213,LAL,PHO,1,39:00:00,10,22,0.455,0,3,0,5,7,0.714,1,2,3,2,1,2,5,3,25,11.7,season_3,KB
30,30,3/26/1999,20-215,LAL,SAC,1,40:00:00,10,17,0.588,1,1,1,5,6,0.833,0,0,0,6,2,3,2,0,26,24,season_3,KB
31,31,3/28/1999,20-217,LAL,NYK,1,39:00:00,11,20,0.55,0,0,,7,8,0.875,0,5,5,3,5,1,2,3,29,25.1,season_3,KB
32,32,3/29/1999,20-218,LAL,VAN,1,34:00:00,7,17,0.412,0,1,0,6,6,1,3,0,3,3,3,3,2,2,20,17.4,season_3,KB
33,33,4/2/1999,20-222,LAL,PHO,1,41:00:00,7,20,0.35,0,0,,4,4,1,0,3,3,4,2,2,4,3,18,8.7,season_3,KB
34,34,4/3/1999,20-223,LAL,GSW,1,39:00:00,5,15,0.333,0,1,0,7,9,0.778,1,1,2,2,1,0,2,2,17,8.3,season_3,KB
35,35,4/5/1999,20-225,LAL,DEN,1,37:00:00,8,12,0.667,4,4,1,6,7,0.857,1,1,2,3,0,0,0,1,26,23.1,season_3,KB
36,36,4/6/1999,20-226,LAL,UTA,1,35:00:00,6,14,0.429,0,2,0,3,4,0.75,2,0,2,3,0,1,1,3,15,9.2,season_3,KB
37,37,4/7/1999,20-227,LAL,SAC,1,42:00:00,7,18,0.389,0,1,0,4,4,1,0,2,2,7,6,0,8,4,18,10.1,season_3,KB
38,38,4/9/1999,20-229,LAL,MIN,1,37:00:00,7,14,0.5,1,3,0.333,3,4,0.75,2,1,3,7,1,0,1,2,18,16.4,season_3,KB
39,39,4/11/1999,20-231,LAL,SEA,1,44:00:00,8,21,0.381,0,4,0,9,10,0.9,2,3,5,9,1,0,0,6,25,20.3,season_3,KB
40,40,4/13/1999,20-233,LAL,POR,1,39:00:00,7,19,0.368,0,2,0,6,7,0.857,0,0,0,2,0,0,2,1,20,8.1,season_3,KB
41,41,4/17/1999,20-237,LAL,UTA,1,42:00:00,6,16,0.375,2,4,0.5,3,5,0.6,0,5,5,5,0,0,4,2,17,7.6,season_3,KB
42,42,4/19/1999,20-239,LAL,VAN,1,36:00:00,6,11,0.545,0,3,0,5,6,0.833,0,4,4,8,1,0,1,4,17,16.5,season_3,KB
43,43,4/20/1999,20-240,LAL,GSW,1,40:00:00,10,17,0.588,3,4,0.75,4,5,0.8,3,2,5,5,1,3,5,3,27,21.8,season_3,KB
44,44,4/21/1999,20-241,LAL,POR,1,45:00:00,7,15,0.467,2,5,0.4,6,7,0.857,2,4,6,4,2,1,6,4,22,14.4,season_3,KB
45,45,4/24/1999,20-244,LAL,SAS,1,38:00:00,5,14,0.357,0,2,0,1,2,0.5,0,4,4,4,2,1,2,3,11,6.3,season_3,KB
46,46,4/26/1999,20-246,LAL,HOU,1,35:00:00,3,14,0.214,1,3,0.333,2,2,1,1,4,5,2,1,0,1,2,9,2.9,season_3,KB
47,47,4/29/1999,20-249,LAL,POR,1,38:00:00,5,11,0.455,0,2,0,5,6,0.833,0,6,6,7,2,2,6,2,15,12.2,season_3,KB
48,48,5/2/1999,20-252,LAL,SEA,1,44:00:00,12,20,0.6,1,2,0.5,3,4,0.75,2,4,6,4,2,3,3,5,28,22.9,season_3,KB
49,49,5/3/1999,20-253,LAL,DAL,1,40:00:00,6,12,0.5,0,0,,5,5,1,0,4,4,10,3,1,5,4,17,16.3,season_3,KB
50,50,5/5/1999,20-255,LAL,POR,1,22:00,4,5,0.8,0,0,,3,5,0.6,1,4,5,1,0,0,1,2,11,9.1,season_3,KB
1,1,12/1/1999,21-100,LAL,GSW,0,30:00:00,7,18,0.389,0,3,0,5,6,0.833,3,3,6,3,0,0,2,4,19,10.3,season_4,KB
2,2,12/3/1999,21-102,LAL,POR,0,34:00:00,6,15,0.4,0,1,0,11,13,0.846,2,6,8,0,2,1,0,4,23,18.4,season_4,KB
3,3,12/5/1999,21-104,LAL,ORL,0,26:00:00,6,12,0.5,2,3,0.667,1,2,0.5,0,3,3,3,1,1,4,2,15,8.5,season_4,KB
4,4,12/7/1999,21-106,LAL,WAS,0,31:00:00,5,13,0.385,0,1,0,11,14,0.786,0,1,1,2,2,0,3,4,21,11.8,season_4,KB
5,5,12/8/1999,21-107,LAL,SAC,1,42:00:00,11,19,0.579,1,2,0.5,4,5,0.8,0,6,6,5,1,0,6,1,27,17.6,season_4,KB
6,6,12/11/1999,21-110,LAL,VAN,1,39:00:00,5,12,0.417,0,0,,4,4,1,1,5,6,7,0,5,2,3,14,15,season_4,KB
7,7,12/12/1999,21-111,LAL,DET,1,35:00:00,11,24,0.458,0,2,0,4,5,0.8,1,4,5,6,1,1,3,5,26,16,season_4,KB
8,8,12/14/1999,21-113,LAL,LAC,1,30:00:00,5,12,0.417,0,1,0,8,9,0.889,0,3,3,3,2,2,1,1,18,16.2,season_4,KB
9,9,12/16/1999,21-115,LAL,ATL,1,41:00:00,10,19,0.526,0,1,0,10,11,0.909,1,6,7,2,0,1,0,6,30,22.5,season_4,KB
10,10,12/17/1999,21-116,LAL,MIN,1,44:00:00,10,24,0.417,0,2,0,8,9,0.889,3,4,7,12,1,0,4,5,28,21.5,season_4,KB
11,11,12/19/1999,21-118,LAL,TOR,1,41:00:00,9,20,0.45,0,0,,8,11,0.727,0,3,3,3,3,0,4,5,26,14.4,season_4,KB
12,12,12/20/1999,21-119,LAL,BOS,1,45:00:00,9,17,0.529,1,1,1,8,8,1,0,4,4,4,4,0,3,3,27,22.5,season_4,KB
13,13,12/25/1999,21-124,LAL,SAS,1,35:00:00,7,19,0.368,0,1,0,4,5,0.8,0,5,5,5,0,0,4,3,18,6.9,season_4,KB
14,14,12/27/1999,21-126,LAL,DAL,1,42:00:00,10,22,0.455,1,1,1,4,4,1,2,7,9,4,3,0,3,3,25,18.7,season_4,KB
15,15,12/29/1999,21-128,LAL,PHO,1,41:00:00,8,15,0.533,0,0,,2,2,1,0,6,6,6,1,0,4,3,18,12.5,season_4,KB
16,16,1/4/2000,21-134,LAL,LAC,1,37:00:00,12,26,0.462,0,1,0,5,7,0.714,5,4,9,2,1,0,4,4,29,16.3,season_4,KB
17,17,1/5/2000,21-135,LAL,LAC,1,37:00:00,11,22,0.5,0,1,0,4,6,0.667,3,7,10,6,1,2,2,3,26,21.8,season_4,KB
18,18,1/7/2000,21-137,LAL,CHH,1,36:00:00,5,19,0.263,1,4,0.25,2,2,1,3,7,10,4,1,0,5,5,13,2.7,season_4,KB
19,19,1/8/2000,21-138,LAL,SEA,1,43:00:00,11,18,0.611,5,7,0.714,4,5,0.8,0,6,6,1,3,1,3,4,31,24,season_4,KB
20,20,1/10/2000,21-140,LAL,DEN,1,36:00:00,12,18,0.667,4,6,0.667,2,2,1,4,3,7,4,4,1,1,2,30,31.6,season_4,KB
21,21,1/12/2000,21-142,LAL,MIL,1,43:00:00,10,19,0.526,0,3,0,2,2,1,2,2,4,5,3,2,3,5,22,17.6,season_4,KB
22,22,1/14/2000,21-144,LAL,IND,1,40:00:00,7,19,0.368,0,1,0,4,4,1,2,5,7,3,0,1,2,6,18,8.8,season_4,KB
23,23,1/15/2000,21-145,LAL,MIN,1,40:00:00,8,18,0.444,2,3,0.667,4,5,0.8,0,3,3,6,1,2,2,4,22,16.1,season_4,KB
24,24,1/17/2000,21-147,LAL,SEA,1,42:00:00,6,18,0.333,0,5,0,3,4,0.75,1,13,14,2,4,0,3,3,15,10.2,season_4,KB
25,25,1/19/2000,21-149,LAL,CLE,1,41:00:00,6,15,0.4,0,2,0,13,14,0.929,3,10,13,4,0,2,6,4,25,18.2,season_4,KB
26,26,1/22/2000,21-152,LAL,POR,1,37:00:00,13,19,0.684,1,2,0.5,1,2,0.5,0,4,4,2,1,0,2,6,28,18.7,season_4,KB
27,27,1/24/2000,21-154,LAL,UTA,1,44:00:00,9,24,0.375,1,2,0.5,7,8,0.875,2,5,7,1,0,3,4,5,26,12.1,season_4,KB
28,28,1/28/2000,21-158,LAL,MIL,1,33:00:00,8,15,0.533,1,2,0.5,6,6,1,0,2,2,0,3,1,0,4,23,18.4,season_4,KB
29,29,1/30/2000,21-160,LAL,HOU,1,41:00:00,6,22,0.273,0,2,0,5,6,0.833,1,3,4,5,1,0,2,3,17,6.5,season_4,KB
30,30,2/1/2000,21-162,LAL,SAS,1,41:00:00,7,14,0.5,0,1,0,5,6,0.833,1,6,7,8,4,2,1,3,19,22.9,season_4,KB
31,31,2/4/2000,21-165,LAL,UTA,1,26:00:00,5,8,0.625,0,1,0,3,5,0.6,0,4,4,9,2,1,4,4,13,13.2,season_4,KB
32,32,2/7/2000,21-168,LAL,DEN,1,42:00:00,10,21,0.476,3,5,0.6,6,7,0.857,1,8,9,11,1,3,4,2,29,27,season_4,KB
33,33,2/9/2000,21-170,LAL,MIN,1,33:00:00,9,17,0.529,2,2,1,4,5,0.8,2,3,5,4,1,0,5,1,24,16,season_4,KB
34,34,2/15/2000,21-176,LAL,CHI,1,42:00:00,8,14,0.571,1,3,0.333,4,4,1,1,4,5,5,5,2,4,1,21,21.8,season_4,KB
35,35,2/16/2000,21-177,LAL,CHH,1,34:00:00,9,18,0.5,0,1,0,8,8,1,3,4,7,6,0,0,3,3,26,20.3,season_4,KB
36,36,2/18/2000,21-179,LAL,ORL,1,44:00:00,4,10,0.4,1,2,0.5,2,2,1,0,3,3,5,4,0,4,2,11,9.2,season_4,KB
37,37,2/20/2000,21-181,LAL,PHI,1,39:00:00,7,15,0.467,0,1,0,4,5,0.8,1,2,3,7,0,5,3,3,18,15.4,season_4,KB
38,38,2/22/2000,21-183,LAL,NJN,1,39:00:00,9,20,0.45,0,1,0,3,4,0.75,3,1,4,4,0,1,1,3,21,13.9,season_4,KB
39,39,2/23/2000,21-184,LAL,CLE,1,39:00:00,9,22,0.409,1,3,0.333,2,3,0.667,0,7,7,6,2,1,0,2,21,17,season_4,KB
40,40,2/25/2000,21-186,LAL,BOS,1,31:00:00,6,12,0.5,0,0,,5,6,0.833,1,5,6,5,3,2,2,5,17,16.7,season_4,KB
41,41,2/27/2000,21-188,LAL,HOU,1,36:00:00,13,18,0.722,2,4,0.5,3,7,0.429,1,3,4,6,1,1,4,5,31,23.5,season_4,KB
42,42,2/29/2000,21-190,LAL,POR,1,36:00:00,6,11,0.545,0,1,0,10,10,1,1,6,7,3,1,1,5,4,22,16.4,season_4,KB
43,43,3/1/2000,21-191,LAL,VAN,1,42:00:00,9,22,0.409,1,4,0.25,8,10,0.8,3,3,6,3,2,0,1,2,27,19.7,season_4,KB
44,44,3/3/2000,21-193,LAL,IND,1,41:00:00,9,17,0.529,1,2,0.5,3,4,0.75,1,4,5,7,1,1,3,3,22,17.6,season_4,KB
45,45,3/5/2000,21-195,LAL,MIA,1,39:00:00,5,12,0.417,1,3,0.333,4,6,0.667,1,6,7,3,3,1,2,4,15,12.5,season_4,KB
46,46,3/6/2000,21-196,LAL,LAC,1,29:00:00,9,12,0.75,1,2,0.5,3,4,0.75,0,1,1,5,0,0,0,5,22,18.6,season_4,KB
47,47,3/9/2000,21-199,LAL,GSW,1,39:00:00,9,19,0.474,1,4,0.25,11,13,0.846,3,1,4,4,2,1,2,2,30,24.6,season_4,KB
48,48,3/12/2000,21-202,LAL,SAC,1,43:00:00,15,24,0.625,2,4,0.5,8,9,0.889,3,7,10,8,0,1,4,3,40,34.1,season_4,KB
49,49,3/13/2000,21-203,LAL,DEN,1,43:00:00,8,20,0.4,0,3,0,6,8,0.75,2,7,9,5,1,0,1,4,22,15.8,season_4,KB
50,50,3/16/2000,21-206,LAL,WAS,1,33:00:00,2,10,0.2,0,0,,3,4,0.75,1,2,3,7,1,0,6,6,7,-0.8,season_4,KB
51,51,3/17/2000,21-207,LAL,DET,1,33:00:00,12,21,0.571,0,1,0,1,5,0.2,2,6,8,6,2,2,4,3,25,19.1,season_4,KB
52,52,3/19/2000,21-209,LAL,NYK,1,44:00:00,8,23,0.348,1,4,0.25,7,10,0.7,2,7,9,7,3,1,2,2,24,19.2,season_4,KB
53,53,3/20/2000,21-210,LAL,MIA,1,43:00:00,11,25,0.44,0,0,,1,1,1,0,5,5,4,1,0,2,2,23,12.4,season_4,KB
54,54,3/22/2000,21-212,LAL,GSW,1,28:00:00,7,16,0.438,2,4,0.5,2,2,1,1,5,6,4,2,2,3,2,18,14.2,season_4,KB
55,55,3/24/2000,21-214,LAL,PHO,1,33:00:00,9,15,0.6,1,2,0.5,9,11,0.818,2,4,6,7,2,0,1,5,28,26.8,season_4,KB
56,56,3/26/2000,21-216,LAL,SAC,1,44:00:00,8,19,0.421,0,1,0,8,11,0.727,5,9,14,4,2,1,3,1,24,21,season_4,KB
57,57,3/29/2000,21-219,LAL,VAN,1,43:00:00,13,20,0.65,0,0,,2,2,1,3,3,6,3,4,0,1,5,28,25.3,season_4,KB
58,58,3/31/2000,21-221,LAL,PHI,1,37:00:00,4,12,0.333,0,2,0,2,2,1,1,8,9,5,0,1,4,2,10,5.7,season_4,KB
59,59,4/2/2000,21-223,LAL,NYK,1,29:00:00,5,11,0.455,0,0,,7,7,1,0,6,6,8,0,1,2,1,17,17,season_4,KB
60,60,4/5/2000,21-226,LAL,GSW,1,42:00:00,5,14,0.357,1,1,1,5,6,0.833,2,3,5,11,1,0,4,4,16,13.2,season_4,KB
61,61,4/8/2000,21-229,LAL,SAS,1,39:00:00,12,30,0.4,0,3,0,2,4,0.5,3,5,8,5,1,0,0,1,26,16.7,season_4,KB
62,62,4/10/2000,21-231,LAL,SEA,1,45:00:00,13,28,0.464,0,3,0,7,9,0.778,3,7,10,6,2,0,1,5,33,25.2,season_4,KB
63,63,4/14/2000,21-235,LAL,SAC,1,40:00:00,13,21,0.619,1,2,0.5,4,6,0.667,1,4,5,5,3,3,1,1,31,29.8,season_4,KB
64,64,4/16/2000,21-237,LAL,MIN,1,42:00:00,7,18,0.389,0,4,0,11,11,1,1,2,3,10,2,1,6,1,25,19.8,season_4,KB
65,65,4/18/2000,21-239,LAL,DAL,1,43:00:00,7,20,0.35,1,5,0.2,1,1,1,8,6,14,6,2,1,6,3,16,11.9,season_4,KB
66,66,4/19/2000,21-240,LAL,SAS,1,42:00:00,9,21,0.429,2,5,0.4,3,4,0.75,6,1,7,1,1,0,1,5,23,14.7,season_4,KB
1,1,10/31/2000,22-069,LAL,POR,1,35:00:00,4,11,0.364,0,1,0,6,6,1,0,2,2,2,1,1,7,4,14,3,season_5,KB
2,2,11/1/2000,22-070,LAL,UTA,1,37:00:00,9,21,0.429,1,2,0.5,12,13,0.923,1,3,4,5,0,1,2,3,31,22.1,season_5,KB
3,3,11/4/2000,22-073,LAL,VAN,1,40:00:00,9,20,0.45,1,1,1,3,4,0.75,2,3,5,2,5,2,6,3,22,14.1,season_5,KB
4,4,11/5/2000,22-074,LAL,LAC,1,41:00:00,6,14,0.429,2,4,0.5,7,7,1,0,5,5,6,0,0,2,2,21,16.5,season_5,KB
5,5,11/7/2000,22-076,LAL,HOU,1,47:00:00,7,16,0.438,1,3,0.333,0,1,0,1,2,3,3,2,1,1,3,15,10.1,season_5,KB
6,6,11/8/2000,22-077,LAL,SAS,1,46:00:00,15,31,0.484,1,3,0.333,1,1,1,1,2,3,8,3,0,3,1,32,22.8,season_5,KB
7,7,11/12/2000,22-081,LAL,HOU,1,44:00:00,12,29,0.414,1,1,1,12,15,0.8,3,7,10,2,3,0,2,5,37,24.9,season_5,KB
8,8,11/14/2000,22-083,LAL,DEN,1,39:00:00,12,23,0.522,1,3,0.333,6,6,1,3,1,4,9,2,1,4,4,31,25.5,season_5,KB
9,9,11/16/2000,22-085,LAL,SAC,1,49:00:00,9,23,0.391,1,5,0.2,12,12,1,1,9,10,3,0,1,3,4,31,20.1,season_5,KB
10,10,11/18/2000,22-087,LAL,DEN,1,44:00:00,10,25,0.4,3,6,0.5,9,10,0.9,1,4,5,4,0,1,3,2,32,19.7,season_5,KB
11,11,11/19/2000,22-088,LAL,CHI,1,39:00:00,8,22,0.364,0,2,0,6,9,0.667,1,11,12,3,1,0,2,2,22,12.9,season_5,KB
12,12,11/22/2000,22-091,LAL,GSW,1,30:00:00,13,19,0.684,2,3,0.667,3,4,0.75,1,3,4,7,1,0,8,2,31,21.2,season_5,KB
13,13,11/24/2000,22-093,LAL,MIN,1,38:00:00,12,20,0.6,1,2,0.5,4,5,0.8,1,3,4,5,1,0,4,2,29,20.7,season_5,KB
14,14,11/27/2000,22-096,LAL,LAC,1,32:00:00,10,19,0.526,2,4,0.5,7,7,1,2,5,7,4,1,0,1,3,29,24.2,season_5,KB
15,15,11/28/2000,22-097,LAL,IND,1,37:00:00,11,24,0.458,3,6,0.5,12,12,1,1,3,4,5,4,0,2,3,37,30.5,season_5,KB
16,16,11/30/2000,22-099,LAL,SEA,1,37:00:00,6,16,0.375,0,4,0,5,5,1,1,2,3,4,3,0,6,5,17,7.3,season_5,KB
17,17,12/1/2000,22-100,LAL,SAS,1,44:00:00,16,31,0.516,2,4,0.5,9,10,0.9,1,2,3,6,1,0,3,3,43,29.6,season_5,KB
18,18,12/3/2000,22-102,LAL,DAL,1,45:00:00,15,28,0.536,1,3,0.333,7,9,0.778,4,6,10,6,2,2,6,4,38,28.2,season_5,KB
19,19,12/5/2000,22-104,LAL,PHI,1,44:00:00,15,28,0.536,1,4,0.25,5,5,1,0,1,1,4,0,1,2,4,36,22.6,season_5,KB
20,20,12/6/2000,22-105,LAL,GSW,1,51:00:00,18,35,0.514,2,7,0.286,13,13,1,3,4,7,8,2,1,8,4,51,35.7,season_5,KB
21,21,12/8/2000,22-107,LAL,SEA,1,40:00:00,8,25,0.32,0,1,0,3,5,0.6,0,4,4,2,3,1,2,4,19,6.6,season_5,KB
22,22,12/10/2000,22-109,LAL,DET,1,33:00:00,11,21,0.524,2,5,0.4,2,2,1,1,3,4,9,1,1,1,2,26,23.5,season_5,KB
23,23,12/12/2000,22-111,LAL,MIL,1,41:00:00,8,31,0.258,3,10,0.3,6,7,0.857,2,4,6,6,2,0,3,3,25,10.7,season_5,KB
24,24,12/13/2000,22-112,LAL,POR,1,45:00:00,13,25,0.52,0,2,0,9,13,0.692,1,5,6,6,2,0,1,5,35,26.5,season_5,KB
25,25,12/15/2000,22-114,LAL,VAN,1,35:00:00,7,18,0.389,1,3,0.333,2,2,1,1,3,4,1,1,1,3,2,17,7.4,season_5,KB
26,26,12/17/2000,22-116,LAL,TOR,1,52:00:00,14,29,0.483,1,5,0.2,11,11,1,1,6,7,4,0,3,2,3,40,29.5,season_5,KB
27,27,12/19/2000,22-118,LAL,MIA,1,45:00:00,9,24,0.375,0,2,0,5,8,0.625,2,3,5,6,0,0,3,4,23,10.5,season_5,KB
28,28,12/21/2000,22-120,LAL,HOU,1,44:00:00,20,26,0.769,1,1,1,4,6,0.667,3,1,4,3,1,0,1,1,45,38.1,season_5,KB
29,29,12/22/2000,22-121,LAL,DAL,1,46:00:00,12,20,0.6,1,1,1,10,10,1,1,3,4,4,0,0,5,5,35,23.2,season_5,KB
30,30,12/25/2000,22-124,LAL,POR,1,45:00:00,9,20,0.45,0,4,0,11,14,0.786,0,2,2,6,2,0,2,6,29,19.8,season_5,KB
31,31,12/28/2000,22-127,LAL,PHO,1,33:00:00,12,19,0.632,3,3,1,11,11,1,1,4,5,1,3,0,1,2,38,33.3,season_5,KB
32,32,12/30/2000,22-129,LAL,LAC,1,34:00:00,7,18,0.389,2,7,0.286,1,2,0.5,0,5,5,6,1,0,0,1,17,13.1,season_5,KB
33,33,1/3/2001,22-133,LAL,UTA,1,45:00:00,13,24,0.542,2,6,0.333,3,4,0.75,0,4,4,4,3,0,5,5,31,19,season_5,KB
34,34,1/7/2001,22-137,LAL,LAC,1,45:00:00,10,24,0.417,0,5,0,7,8,0.875,2,4,6,4,3,1,4,5,27,16.9,season_5,KB
35,35,1/12/2001,22-142,LAL,CLE,1,42:00:00,10,25,0.4,2,6,0.333,10,11,0.909,2,3,5,5,2,2,4,6,32,20.9,season_5,KB
36,36,1/13/2001,22-143,LAL,UTA,1,46:00:00,8,24,0.333,0,6,0,11,12,0.917,2,7,9,4,3,0,0,5,27,20.3,season_5,KB
37,37,1/15/2001,22-145,LAL,VAN,1,46:00:00,10,24,0.417,0,4,0,6,8,0.75,0,11,11,11,2,2,3,1,26,23.4,season_5,KB
